"","from","to","Carrier","Departures","Seats","Passengers","Aircraft","Distance"
"22689","CLT","SAV","Mesa Airlines Inc.",62,5332,3115,638,213
"22690","CLT","SDF","Mesa Airlines Inc.",94,8084,5292,638,336
"22691","CLT","SRQ","Mesa Airlines Inc.",23,1978,1502,638,547
"22692","CLT","STL","Mesa Airlines Inc.",56,4816,4065,638,575
"22693","CLT","SYR","Mesa Airlines Inc.",20,1720,1451,638,603
"22694","CVG","CLT","Mesa Airlines Inc.",107,9202,6050,638,335
"22695","DAB","CLT","Mesa Airlines Inc.",13,1118,880,638,416
"22696","DAY","IAD","Mesa Airlines Inc.",1,50,47,629,368
"22697","DAY","IAD","Mesa Airlines Inc.",5,330,145,631,368
"22698","DAY","ORD","Mesa Airlines Inc.",27,1782,1327,631,240
"22699","DEN","PHX","Mesa Airlines Inc.",2,172,161,638,602
"22700","DRO","PHX","Mesa Airlines Inc.",40,1480,846,483,351
"22701","DRO","PHX","Mesa Airlines Inc.",34,1700,1314,629,351
"22702","DSM","ORD","Mesa Airlines Inc.",19,1254,967,631,299
"22703","DSM","PHX","Mesa Airlines Inc.",30,1500,1391,629,1149
"22704","DSM","PHX","Mesa Airlines Inc.",29,2494,2289,638,1149
"22705","DTW","CLT","Mesa Airlines Inc.",31,2666,2255,638,500
"22706","DTW","IAD","Mesa Airlines Inc.",3,198,79,631,383
"22707","DTW","ORD","Mesa Airlines Inc.",29,1914,1633,631,235
"22708","ELP","PHX","Mesa Airlines Inc.",77,3850,3591,629,347
"22709","ELP","PHX","Mesa Airlines Inc.",84,7224,5834,638,347
"22710","EWR","CLT","Mesa Airlines Inc.",63,5418,4026,638,529
"22711","EWR","IAD","Mesa Airlines Inc.",5,330,319,631,213
"22712","EWR","ORD","Mesa Airlines Inc.",1,66,56,631,719
"22713","FAT","LAS","Mesa Airlines Inc.",29,2494,1984,638,258
"22714","FAT","PHX","Mesa Airlines Inc.",29,1450,1257,629,493
"22715","FAT","PHX","Mesa Airlines Inc.",104,8944,7394,638,493
"22716","FAT","RNO","Mesa Airlines Inc.",1,86,78,638,188
"22717","FAY","CLT","Mesa Airlines Inc.",30,2580,2118,638,118
"22718","FLG","PHX","Mesa Airlines Inc.",183,6771,3808,483,119
"22719","FLG","PHX","Mesa Airlines Inc.",6,300,134,629,119
"22720","FLG","PHX","Mesa Airlines Inc.",3,258,50,638,119
"22721","GJT","PHX","Mesa Airlines Inc.",53,1961,1384,483,438
"22722","GJT","PHX","Mesa Airlines Inc.",34,1700,1242,629,438
"22723","GRR","ORD","Mesa Airlines Inc.",1,66,64,631,137
"22724","GSO","CLT","Mesa Airlines Inc.",64,5504,4664,638,83
"22725","HNL","ITO","Mesa Airlines Inc.",147,7350,5586,629,216
"22726","HNL","KOA","Mesa Airlines Inc.",179,8950,6369,629,163
"22727","HNL","LIH","Mesa Airlines Inc.",185,9250,6114,629,102
"22728","HNL","OGG","Mesa Airlines Inc.",220,11000,7450,629,100
"22729","IAD","ALB","Mesa Airlines Inc.",2,100,67,629,325
"22730","IAD","ALB","Mesa Airlines Inc.",35,2310,1431,631,325
"22731","IAD","ATL","Mesa Airlines Inc.",1,50,49,629,533
"22732","IAD","ATL","Mesa Airlines Inc.",75,4950,3773,631,533
"22733","IAD","AUS","Mesa Airlines Inc.",14,924,834,631,1297
"22734","IAD","BDL","Mesa Airlines Inc.",1,50,40,629,326
"22735","IAD","BDL","Mesa Airlines Inc.",39,2574,1918,631,326
"22736","IAD","BTV","Mesa Airlines Inc.",22,1452,1316,631,442
"22737","IAD","BUF","Mesa Airlines Inc.",14,924,633,631,284
"22738","IAD","CHS","Mesa Airlines Inc.",1,50,50,629,441
"22739","IAD","CHS","Mesa Airlines Inc.",17,1122,626,631,441
"22740","IAD","CLT","Mesa Airlines Inc.",72,4752,3769,631,321
"22741","IAD","CLT","Mesa Airlines Inc.",127,10922,6863,638,321
"22742","IAD","DAY","Mesa Airlines Inc.",1,50,38,629,368
"22743","IAD","DAY","Mesa Airlines Inc.",5,330,139,631,368
"22744","IAD","DTW","Mesa Airlines Inc.",3,198,113,631,383
"22745","IAD","EWR","Mesa Airlines Inc.",6,396,300,631,213
"22746","IAD","IND","Mesa Airlines Inc.",8,400,300,629,476
"22747","IAD","IND","Mesa Airlines Inc.",33,2178,1580,631,476
"22748","IAD","JAX","Mesa Airlines Inc.",71,4686,3640,631,631
"22749","IAD","LGA","Mesa Airlines Inc.",3,150,138,629,229
"22750","IAD","LGA","Mesa Airlines Inc.",26,1716,1080,631,229
"22751","IAD","MCI","Mesa Airlines Inc.",31,2046,1390,631,926
"22752","IAD","OKC","Mesa Airlines Inc.",1,66,53,631,1136
"22753","IAD","ORF","Mesa Airlines Inc.",1,50,47,629,157
"22754","IAD","ORF","Mesa Airlines Inc.",75,4950,3914,631,157
"22755","IAD","PIT","Mesa Airlines Inc.",18,1188,874,631,183
"22756","IAD","PVD","Mesa Airlines Inc.",3,150,126,629,372
"22757","IAD","PVD","Mesa Airlines Inc.",59,3894,2920,631,372
"22758","IAD","PWM","Mesa Airlines Inc.",2,132,79,631,494
"22759","IAD","RDU","Mesa Airlines Inc.",1,50,50,629,224
"22760","IAD","RDU","Mesa Airlines Inc.",15,990,788,631,224
"22761","IAD","ROC","Mesa Airlines Inc.",1,50,49,629,289
"22762","IAD","ROC","Mesa Airlines Inc.",36,2376,1922,631,289
"22763","IAD","SAT","Mesa Airlines Inc.",13,858,723,631,1362
"22764","IAD","SAV","Mesa Airlines Inc.",1,66,59,631,515
"22765","IAD","SYR","Mesa Airlines Inc.",51,3366,2252,631,296
"22766","IAH","IAD","Mesa Airlines Inc.",1,66,53,631,1190
"22767","IAH","ORD","Mesa Airlines Inc.",2,132,71,631,925
"22768","ILM","CLT","Mesa Airlines Inc.",115,9890,8052,638,185
"22769","IND","IAD","Mesa Airlines Inc.",7,350,301,629,476
"22770","IND","IAD","Mesa Airlines Inc.",31,2046,1618,631,476
"22771","IND","ORD","Mesa Airlines Inc.",3,198,179,631,177
"22772","ITO","HNL","Mesa Airlines Inc.",148,7400,5143,629,216
"22773","JAX","CLT","Mesa Airlines Inc.",4,344,201,638,329
"22774","JAX","IAD","Mesa Airlines Inc.",1,50,37,629,631
"22775","JAX","IAD","Mesa Airlines Inc.",82,5412,4317,631,631
"22776","JAX","ORD","Mesa Airlines Inc.",16,1056,836,631,865
"22777","JAX","ORF","Mesa Airlines Inc.",1,66,66,631,543
"22778","KOA","HNL","Mesa Airlines Inc.",176,8800,5408,629,163
"22779","LAS","FAT","Mesa Airlines Inc.",29,2494,1887,638,258
"22780","LAS","LAX","Mesa Airlines Inc.",74,6364,3478,638,236
"22781","LAS","PHX","Mesa Airlines Inc.",31,2666,1247,638,256
"22782","LAS","SFO","Mesa Airlines Inc.",70,6020,4714,638,414
"22783","LAX","LAS","Mesa Airlines Inc.",74,6364,3896,638,236
"22784","LGA","IAD","Mesa Airlines Inc.",3,150,144,629,229
"22785","LGA","IAD","Mesa Airlines Inc.",26,1716,1445,631,229
"22786","LGB","PHX","Mesa Airlines Inc.",9,450,427,629,355
"22787","LGB","PHX","Mesa Airlines Inc.",110,9460,6878,638,355
"22788","LIH","HNL","Mesa Airlines Inc.",183,9150,5574,629,102
"22789","LIH","OGG","Mesa Airlines Inc.",23,1150,266,629,202
"22790","LIT","CLT","Mesa Airlines Inc.",37,3182,2500,638,641
"22791","MCI","CLT","Mesa Airlines Inc.",8,688,563,638,809
"22792","MCI","IAD","Mesa Airlines Inc.",49,3234,2635,631,926
"22793","MCI","ORD","Mesa Airlines Inc.",17,1122,866,631,403
"22794","MCI","PHX","Mesa Airlines Inc.",6,516,404,638,1044
"22795","MDT","CLT","Mesa Airlines Inc.",44,3784,2947,638,413
"22796","MDT","ORD","Mesa Airlines Inc.",1,66,64,631,594
"22797","MEM","CLT","Mesa Airlines Inc.",117,10062,7538,638,512
"22798","MEM","ORD","Mesa Airlines Inc.",27,1782,1266,631,491
"22799","MEM","PHX","Mesa Airlines Inc.",61,5246,4431,638,1263
"22800","MHT","ORD","Mesa Airlines Inc.",1,66,51,631,843
"22801","MRY","PHX","Mesa Airlines Inc.",13,481,415,483,598
"22802","MRY","PHX","Mesa Airlines Inc.",24,1200,1016,629,598
"22803","MRY","PHX","Mesa Airlines Inc.",23,1978,1421,638,598
"22804","MSN","ORD","Mesa Airlines Inc.",2,132,111,631,109
"22805","MSP","CLT","Mesa Airlines Inc.",2,172,150,638,930
"22806","MSY","CLT","Mesa Airlines Inc.",7,602,566,638,651
"22807","MYR","CLT","Mesa Airlines Inc.",66,5676,2913,638,156
"22808","OAK","PHX","Mesa Airlines Inc.",1,86,84,638,646
"22809","OGG","HNL","Mesa Airlines Inc.",220,11000,6569,629,100
"22810","OGG","LIH","Mesa Airlines Inc.",23,1150,355,629,202
"22811","OKC","IAD","Mesa Airlines Inc.",1,66,60,631,1136
"22812","OKC","ORD","Mesa Airlines Inc.",3,198,117,631,693
"22813","OMA","PHX","Mesa Airlines Inc.",20,1720,1456,638,1037
"22814","ONT","PHX","Mesa Airlines Inc.",7,602,451,638,325
"22815","ORD","ALB","Mesa Airlines Inc.",13,858,788,631,723
"22816","ORD","ATL","Mesa Airlines Inc.",27,1782,1534,631,606
"22817","ORD","ATW","Mesa Airlines Inc.",27,1782,767,631,160
"22818","ORD","BDL","Mesa Airlines Inc.",24,1584,1389,631,783
"22819","ORD","BTV","Mesa Airlines Inc.",41,2706,2151,631,763
"22820","ORD","BUF","Mesa Airlines Inc.",5,330,269,631,473
"22821","ORD","CHS","Mesa Airlines Inc.",68,4488,3606,631,760
"22822","ORD","CLT","Mesa Airlines Inc.",71,4686,4041,631,599
"22823","ORD","DAY","Mesa Airlines Inc.",28,1848,1528,631,240
"22824","ORD","DSM","Mesa Airlines Inc.",19,1254,1013,631,299
"22825","ORD","DTW","Mesa Airlines Inc.",30,1980,1782,631,235
"22826","ORD","EWR","Mesa Airlines Inc.",1,66,66,631,719
"22827","ORD","GRR","Mesa Airlines Inc.",1,66,51,631,137
"22828","ORD","GSP","Mesa Airlines Inc.",1,66,53,631,577
"22829","ORD","IAH","Mesa Airlines Inc.",3,198,163,631,925
"22830","ORD","IND","Mesa Airlines Inc.",1,66,47,631,177
"22831","ORD","JAX","Mesa Airlines Inc.",1,50,48,629,865
"22832","ORD","JAX","Mesa Airlines Inc.",28,1848,1268,631,865
"22833","ORD","MCI","Mesa Airlines Inc.",32,2112,1816,631,403
"22834","ORD","MDT","Mesa Airlines Inc.",2,132,97,631,594
"22835","ORD","MEM","Mesa Airlines Inc.",28,1848,1181,631,491
"22836","ORD","MHT","Mesa Airlines Inc.",1,66,59,631,843
"22837","ORD","MSN","Mesa Airlines Inc.",2,132,70,631,109
"22838","ORD","OKC","Mesa Airlines Inc.",3,198,119,631,693
"22839","ORD","ORF","Mesa Airlines Inc.",31,2046,1640,631,717
"22840","ORD","PHL","Mesa Airlines Inc.",25,1650,1460,631,678
"22841","ORD","PIT","Mesa Airlines Inc.",1,50,50,629,412
"22842","ORD","PIT","Mesa Airlines Inc.",48,3168,2694,631,412
"22843","ORD","PVD","Mesa Airlines Inc.",11,726,437,631,849
"22844","ORD","PWM","Mesa Airlines Inc.",39,2574,2225,631,900
"22845","ORD","RDU","Mesa Airlines Inc.",45,2970,2618,631,647
"22846","ORD","ROC","Mesa Airlines Inc.",46,3036,2526,631,528
"22847","ORD","SAT","Mesa Airlines Inc.",15,990,851,631,1041
"22848","ORD","SAV","Mesa Airlines Inc.",14,924,407,631,773
"22849","ORD","SBN","Mesa Airlines Inc.",70,4620,2987,631,84
"22850","ORD","SYR","Mesa Airlines Inc.",27,1782,1432,631,607
"22851","ORF","CLT","Mesa Airlines Inc.",66,5676,4503,638,290
"22852","ORF","IAD","Mesa Airlines Inc.",1,50,13,629,157
"22853","ORF","IAD","Mesa Airlines Inc.",54,3564,2795,631,157
"22854","ORF","ORD","Mesa Airlines Inc.",54,3564,2775,631,717
"22855","PHL","ORD","Mesa Airlines Inc.",26,1716,1377,631,678
"22856","PHX","ABQ","Mesa Airlines Inc.",3,150,126,629,328
"22857","PHX","ABQ","Mesa Airlines Inc.",96,8256,6079,638,328
"22858","PHX","AUS","Mesa Airlines Inc.",124,10664,7798,638,872
"22859","PHX","BFL","Mesa Airlines Inc.",65,3250,2790,629,425
"22860","PHX","BFL","Mesa Airlines Inc.",30,2580,1951,638,425
"22861","PHX","BUR","Mesa Airlines Inc.",26,1300,1109,629,369
"22862","PHX","BUR","Mesa Airlines Inc.",44,3784,2360,638,369
"22863","PHX","DEN","Mesa Airlines Inc.",2,172,167,638,602
"22864","PHX","DRO","Mesa Airlines Inc.",40,1480,984,483,351
"22865","PHX","DRO","Mesa Airlines Inc.",34,1700,1336,629,351
"22866","PHX","DSM","Mesa Airlines Inc.",30,1500,1258,629,1149
"22867","PHX","DSM","Mesa Airlines Inc.",29,2494,2237,638,1149
"22868","PHX","ELP","Mesa Airlines Inc.",77,3850,3018,629,347
"22869","PHX","ELP","Mesa Airlines Inc.",84,7224,5508,638,347
"22870","PHX","FAT","Mesa Airlines Inc.",1,37,23,483,493
"22871","PHX","FAT","Mesa Airlines Inc.",29,1450,1271,629,493
"22872","PHX","FAT","Mesa Airlines Inc.",105,9030,7455,638,493
"22873","PHX","FLG","Mesa Airlines Inc.",182,6734,3398,483,119
"22874","PHX","FLG","Mesa Airlines Inc.",6,300,117,629,119
"22875","PHX","FLG","Mesa Airlines Inc.",3,258,123,638,119
"22876","PHX","GJT","Mesa Airlines Inc.",56,2072,1624,483,438
"22877","PHX","GJT","Mesa Airlines Inc.",34,1700,1131,629,438
"22878","PHX","LAS","Mesa Airlines Inc.",30,2580,1119,638,256
"22879","PHX","LGB","Mesa Airlines Inc.",9,450,332,629,355
"22880","PHX","LGB","Mesa Airlines Inc.",110,9460,7211,638,355
"22881","PHX","MCI","Mesa Airlines Inc.",6,516,447,638,1044
"22882","PHX","MEM","Mesa Airlines Inc.",62,5332,4011,638,1263
"22883","PHX","MRY","Mesa Airlines Inc.",12,444,316,483,598
"22884","PHX","MRY","Mesa Airlines Inc.",25,1250,1002,629,598
"22885","PHX","MRY","Mesa Airlines Inc.",23,1978,1386,638,598
"22886","PHX","OAK","Mesa Airlines Inc.",2,172,134,638,646
"22887","PHX","OMA","Mesa Airlines Inc.",20,1720,1477,638,1037
"22888","PHX","ONT","Mesa Airlines Inc.",8,688,427,638,325
"22889","PHX","PSP","Mesa Airlines Inc.",48,1776,1581,483,261
"22890","PHX","PSP","Mesa Airlines Inc.",10,500,415,629,261
"22891","PHX","PSP","Mesa Airlines Inc.",95,8170,5134,638,261
"22892","PHX","RNO","Mesa Airlines Inc.",18,1548,1411,638,601
"22893","PHX","SAN","Mesa Airlines Inc.",1,50,50,629,304
"22894","PHX","SAT","Mesa Airlines Inc.",99,8514,7120,638,843
"22895","PHX","SBA","Mesa Airlines Inc.",20,740,635,483,455
"22896","PHX","SBA","Mesa Airlines Inc.",68,3400,2503,629,455
"22897","PHX","SBA","Mesa Airlines Inc.",59,5074,3704,638,455
"22898","PHX","SBP","Mesa Airlines Inc.",22,1100,883,629,509
"22899","PHX","SBP","Mesa Airlines Inc.",57,4902,3624,638,509
"22900","PHX","SLC","Mesa Airlines Inc.",14,1204,797,638,507
"22901","PHX","SNA","Mesa Airlines Inc.",34,2924,1590,638,338
"22902","PHX","TEX","Mesa Airlines Inc.",20,740,490,483,387
"22903","PHX","TUS","Mesa Airlines Inc.",14,518,389,483,110
"22904","PHX","TUS","Mesa Airlines Inc.",46,2300,1924,629,110
"22905","PHX","TUS","Mesa Airlines Inc.",207,17802,11754,638,110
"22906","PHX","YUM","Mesa Airlines Inc.",152,5624,4223,483,160
"22907","PHX","YUM","Mesa Airlines Inc.",34,1700,1082,629,160
"22908","PIT","CLT","Mesa Airlines Inc.",16,1376,1017,638,366
"22909","PIT","IAD","Mesa Airlines Inc.",1,50,12,629,183
"22910","PIT","IAD","Mesa Airlines Inc.",41,2706,2137,631,183
"22911","PIT","ORD","Mesa Airlines Inc.",26,1716,1592,631,412
"22912","PNS","CLT","Mesa Airlines Inc.",7,602,475,638,488
"22913","PSP","PHX","Mesa Airlines Inc.",46,1702,1043,483,261
"22914","PSP","PHX","Mesa Airlines Inc.",10,500,340,629,261
"22915","PSP","PHX","Mesa Airlines Inc.",94,8084,5568,638,261
"22916","PVD","CLT","Mesa Airlines Inc.",3,258,251,638,683
"22917","PVD","IAD","Mesa Airlines Inc.",3,150,87,629,372
"22918","PVD","IAD","Mesa Airlines Inc.",57,3762,3027,631,372
"22919","PVD","ORD","Mesa Airlines Inc.",13,858,731,631,849
"22920","PWM","CLE","Mesa Airlines Inc.",1,66,6,631,609
"22921","PWM","CLT","Mesa Airlines Inc.",13,1118,964,638,812
"22922","PWM","IAD","Mesa Airlines Inc.",2,132,124,631,494
"22923","PWM","ORD","Mesa Airlines Inc.",38,2508,2068,631,900
"22924","PWM","SBN","Mesa Airlines Inc.",1,66,43,631,825
"22925","RDU","CLT","Mesa Airlines Inc.",33,2838,2434,638,130
"22926","RDU","IAD","Mesa Airlines Inc.",1,50,50,629,224
"22927","RDU","IAD","Mesa Airlines Inc.",16,1056,948,631,224
"22928","RDU","ORD","Mesa Airlines Inc.",46,3036,2698,631,647
"22929","RIC","CLT","Mesa Airlines Inc.",64,5504,4740,638,256
"22930","RIC","IAD","Mesa Airlines Inc.",1,86,58,638,99
"22931","RNO","PHX","Mesa Airlines Inc.",19,1634,819,638,601
"22932","ROC","IAD","Mesa Airlines Inc.",1,50,31,629,289
"22933","ROC","IAD","Mesa Airlines Inc.",47,3102,2242,631,289
"22934","ROC","ORD","Mesa Airlines Inc.",37,2442,1539,631,528
"22935","SAN","PHX","Mesa Airlines Inc.",1,50,50,629,304
"22936","SAT","CLT","Mesa Airlines Inc.",52,4472,3927,638,1095
"22937","SAT","IAD","Mesa Airlines Inc.",14,924,761,631,1362
"22938","SAT","ORD","Mesa Airlines Inc.",15,990,768,631,1041
"22939","SAT","PHX","Mesa Airlines Inc.",99,8514,7091,638,843
"22940","SAV","CLT","Mesa Airlines Inc.",61,5246,3924,638,213
"22941","SAV","GSO","Mesa Airlines Inc.",1,86,83,638,283
"22942","SAV","IAD","Mesa Airlines Inc.",1,66,29,631,515
"22943","SAV","ORD","Mesa Airlines Inc.",14,924,573,631,773
"22944","SBA","PHX","Mesa Airlines Inc.",19,703,629,483,455
"22945","SBA","PHX","Mesa Airlines Inc.",69,3450,2909,629,455
"22946","SBA","PHX","Mesa Airlines Inc.",58,4988,3156,638,455
"22947","SBN","ORD","Mesa Airlines Inc.",69,4554,2766,631,84
"22948","SBP","PHX","Mesa Airlines Inc.",22,1100,629,629,509
"22949","SBP","PHX","Mesa Airlines Inc.",57,4902,4363,638,509
"22950","SDF","CLT","Mesa Airlines Inc.",93,7998,5397,638,336
"22951","SDF","GSO","Mesa Airlines Inc.",1,86,34,638,351
"22952","SFO","LAS","Mesa Airlines Inc.",71,6106,4960,638,414
"22953","SLC","PHX","Mesa Airlines Inc.",14,1204,930,638,507
"22954","SNA","PHX","Mesa Airlines Inc.",33,2838,2140,638,338
"22955","SRQ","CLT","Mesa Airlines Inc.",23,1978,1654,638,547
"22956","STL","CLT","Mesa Airlines Inc.",56,4816,4213,638,575
"22957","SYR","CLT","Mesa Airlines Inc.",20,1720,1638,638,603
"22958","SYR","IAD","Mesa Airlines Inc.",47,3102,2326,631,296
"22959","SYR","ORD","Mesa Airlines Inc.",31,2046,1790,631,607
"22960","TEX","PHX","Mesa Airlines Inc.",20,740,289,483,387
"22961","TUS","PHX","Mesa Airlines Inc.",13,481,379,483,110
"22962","TUS","PHX","Mesa Airlines Inc.",46,2300,1810,629,110
"22963","TUS","PHX","Mesa Airlines Inc.",208,17888,13284,638,110
"22964","YUM","PHX","Mesa Airlines Inc.",151,5587,4464,483,160
"22965","YUM","PHX","Mesa Airlines Inc.",35,1750,1269,629,160
"22966","AST","PDX","SeaPort Airlines, Inc. d/b/a Wings of Alaska",44,396,87,416,73
"22967","AST","PDX","SeaPort Airlines, Inc. d/b/a Wings of Alaska",10,90,19,479,73
"22968","BFI","PDX","SeaPort Airlines, Inc. d/b/a Wings of Alaska",1,9,8,416,135
"22969","BFI","PDX","SeaPort Airlines, Inc. d/b/a Wings of Alaska",124,1091,506,479,135
"22970","ELD","HOT","SeaPort Airlines, Inc. d/b/a Wings of Alaska",1,9,4,479,88
"22971","ELD","MEM","SeaPort Airlines, Inc. d/b/a Wings of Alaska",68,612,96,479,206
"22972","GST","JNU","SeaPort Airlines, Inc. d/b/a Wings of Alaska",41,205,120,35,41
"22973","GST","JNU","SeaPort Airlines, Inc. d/b/a Wings of Alaska",2,18,6,416,41
"22974","HNH","GST","SeaPort Airlines, Inc. d/b/a Wings of Alaska",2,10,2,35,25
"22975","HNH","JNU","SeaPort Airlines, Inc. d/b/a Wings of Alaska",72,360,192,35,35
"22976","HNH","JNU","SeaPort Airlines, Inc. d/b/a Wings of Alaska",36,324,180,416,35
"22977","HNH","JNU","SeaPort Airlines, Inc. d/b/a Wings of Alaska",1,5,3,35,35
"22978","HNS","JNU","SeaPort Airlines, Inc. d/b/a Wings of Alaska",25,121,63,35,70
"22979","HNS","JNU","SeaPort Airlines, Inc. d/b/a Wings of Alaska",56,500,363,416,70
"22980","HNS","SGY","SeaPort Airlines, Inc. d/b/a Wings of Alaska",6,30,8,35,17
"22981","HNS","SGY","SeaPort Airlines, Inc. d/b/a Wings of Alaska",55,491,92,416,17
"22982","HOT","ELD","SeaPort Airlines, Inc. d/b/a Wings of Alaska",1,9,1,479,88
"22983","HOT","MEM","SeaPort Airlines, Inc. d/b/a Wings of Alaska",62,558,83,479,182
"22984","HRO","MCI","SeaPort Airlines, Inc. d/b/a Wings of Alaska",53,477,201,479,226
"22985","HRO","MEM","SeaPort Airlines, Inc. d/b/a Wings of Alaska",54,486,291,479,197
"22986","JBR","MEM","SeaPort Airlines, Inc. d/b/a Wings of Alaska",81,729,49,479,66
"22987","JNU","GST","SeaPort Airlines, Inc. d/b/a Wings of Alaska",42,205,49,35,41
"22988","JNU","GST","SeaPort Airlines, Inc. d/b/a Wings of Alaska",2,18,1,416,41
"22989","JNU","HNH","SeaPort Airlines, Inc. d/b/a Wings of Alaska",69,349,143,35,35
"22990","JNU","HNH","SeaPort Airlines, Inc. d/b/a Wings of Alaska",35,315,177,416,35
"22991","JNU","HNH","SeaPort Airlines, Inc. d/b/a Wings of Alaska",2,10,8,35,35
"22992","JNU","HNS","SeaPort Airlines, Inc. d/b/a Wings of Alaska",19,91,47,35,70
"22993","JNU","HNS","SeaPort Airlines, Inc. d/b/a Wings of Alaska",63,563,342,416,70
"22994","JNU","JNU","SeaPort Airlines, Inc. d/b/a Wings of Alaska",3,19,1,416,0
"22995","JNU","SGY","SeaPort Airlines, Inc. d/b/a Wings of Alaska",11,55,28,35,81
"22996","JNU","SGY","SeaPort Airlines, Inc. d/b/a Wings of Alaska",10,90,36,416,81
"22997","MCI","HRO","SeaPort Airlines, Inc. d/b/a Wings of Alaska",54,486,190,479,226
"22998","MCI","SLN","SeaPort Airlines, Inc. d/b/a Wings of Alaska",79,711,182,479,162
"22999","MEM","ELD","SeaPort Airlines, Inc. d/b/a Wings of Alaska",67,603,101,479,206
"23000","MEM","HOT","SeaPort Airlines, Inc. d/b/a Wings of Alaska",61,549,87,479,182
"23001","MEM","HRO","SeaPort Airlines, Inc. d/b/a Wings of Alaska",54,486,298,479,197
"23002","MEM","JBR","SeaPort Airlines, Inc. d/b/a Wings of Alaska",80,720,51,479,66
"23003","ONP","AST","SeaPort Airlines, Inc. d/b/a Wings of Alaska",1,9,5,479,109
